Transcript	CNT.21	CNT.28	CNT.35	CNT.42	CNT.49	CNT.56	CNT.63	CNT.70
Sobic.001G449400	958.806129108293	995.228999010702	1072.96324229651	991.236754235871	986.967798200036	876.242922482592	767.137617779946	851.710411552436
Sobic.001G481600	0	3.5477894722192	7.07412893408537	5.41379679072089	3.22012332202296	3.42862582736195	6.19281437342985	6.63659827901004
Sobic.004G170500	31.4781107855893	21.3353410655387	45.9643314934598	41.8739014877617	14.4905549491033	24.4329320843722	58.6707932614753	63.6126931048341
Sobic.007G146900	1531.60566236294	1886.28572986041	1739.69343195504	1524.81086752654	1641.4578634012	1592.05297859423	1500.06856812085	1559.01788095943
Sobic.010G071700	2497.35531873791	3471.9995060737	4862.23082306887	3202.77900102399	3786.865026699	2306.52201604985	3223.60360856475	4002.33785720949
Sobic.001G288100	1052.17303546818	1145.25422106848	850.58900915724	932.58519855758	543.395810591374	944.856698195299	1063.23755339166	757.524851011305
Sobic.001G107400	803.168390053403	623.127198296073	664.421984186037	722.760815689538	790.540275556636	752.745632106469	891.849524416271	931.535447616974
Sobic.005G008800	2625.68320298312	3493.24880376802	3200.51836876302	2826.15851473547	3125.12968402328	3205.27953386115	2799.61239703992	2866.74786995142
Sobic.006G267900	341.298308307638	167.488305700541	255.646349093635	234.403258069689	288.201037321055	350.545527252289	435.2624226404	428.953729546521
Sobic.004G196700	1767.29275616451	1906.00661889181	2002.85582706516	1767.0965300979	2078.58960436582	1893.55004310605	1847.00572082889	1974.80380367261
Sobic.007G135900	18.280173340031	10.9602818909403	18.2856815766447	13.6749725868807	19.3207399321377	25.5547999535186	37.6415745753849	31.3604763494718
Sobic.006G259800	204.755934064856	163.526394289592	250.190333041869	203.152496958033	244.729372473745	135.429100647781	111.319772171176	158.593798364962
Sobic.003G250400	2888.7733319302	2401.56627037853	3155.50604358718	2469.18195256322	2627.62063077073	2412.18054473848	2160.15178477171	2215.61034761203
Sobic.003G202600	1317.21022649129	1212.9594289806	1285.55486047478	1263.21544075524	1358.89204189369	1110.22066457745	1015.97469416966	1181.83699031022
Sobic.010G199000	51.2818935420668	13.3376259304757	20.4455353637289	34.79008413463	19.3207399321377	29.5821062199791	42.6779288826254	33.9271771308915
Sobic.010G269100	891.917009350157	846.758459661612	1119.0984384532	986.624853574415	1011.11872311521	983.730221468876	961.252722865944	1044.15400564158
Sobic.009G057600	228.028034446885	336.392049924543	323.029797533467	314.307697382887	365.483997049606	228.010622356648	243.247141884904	261.68744279051
Sobic.002G364700	9.50073285530353	4.74253702101482	14.8193895231298	4.71298368395542	9.66036996606887	5.11569593983811	18.6276710834453	12.9168702978327
Sobic.007G152300	6.9085164340165	1.18259649073974	7.85431504363536	5.2975967421386	0	3.98610802227432	2.73326263090675	1.76394339409628
Sobic.004G133000	1.31022531568371	2.36519298147947	6.23481953435436	0.623483362601223	1.61006166101148	0.55748219491237	0	0
Sobic.001G149000	433.868754031682	482.289842340372	529.534010347221	562.069213498707	582.842321286155	580.480414935988	572.99453598591	602.557378818192
Sobic.010G186100	452.498464245884	366.505731735211	632.141533737374	517.398296489062	671.395712641787	283.66083646534	315.758986238081	498.284276968114
Sobic.002G299300	80.9776394417596	54.1124097624698	93.2856742263082	85.6608211497915	40.251541525287	63.6263745761185	68.5745886102838	81.7803090543922
Sobic.003G099100	513.161462563926	431.999113838794	536.460626101604	517.807043997859	690.716452573924	416.781627061471	490.634562868408	654.714786934261
Sobic.007G062100	423.418979064232	214.085432033229	625.419707559916	415.185607331537	391.244983625789	193.863533791584	229.206604204352	303.925852485322
Sobic.001G439700	5269.63317207258	3468.08833056468	3413.23710348814	3104.19244321991	3189.53215046374	2758.20104605943	3819.11779727227	4760.44864251531
Sobic.001G477700	2108.02298530793	2899.05269079187	2126.06103707172	1977.49352598187	2149.43231745032	2041.40667574716	2156.46729545877	2002.18948219273
Sobic.001G380100	0.740357796469623	9.19246268385869	1.60158298753727	3.34940604549887	0	5.66998619529956	11.3192829321214	5.30281282856201
Sobic.010G194600	6.6340795209996	21.0062765332001	8.43969049069711	3.3882763499169	6.44024664404591	4.52072704061043	9.84019290312309	10.9085621061712
Sobic.001G206300	49.601547024645	55.9961570034972	64.108468243049	50.9516795745975	30.5911715592181	40.3951796406594	43.7170125134889	55.7238594709133
Sobic.009G179700	4747.56332150425	4019.6957011816	4220.72044795621	4048.08859768016	4809.25418144129	4491.59982871297	4440.08944925301	4810.17956366502
Sobic.006G010400	1410.47170446533	1488.83248989046	1058.48549630057	1122.45722002794	1360.5021035547	1099.07727638677	1140.79155308649	1125.8985133167
Sobic.008G023401	12.6864666137916	14.8128337793864	21.3216132665444	19.9057825329494	20.9308015931492	31.7817487433107	49.119935329617	27.6061300643002
Sobic.009G187500	4.73757738501493	10.0824478164274	10.9126015206315	6.66117438059515	4.83018498303444	2.88576716018862	17.5552924610375	16.3191677085226
